wid,woreda,doy,year,ndvi,savi,evi,ndwi5,ndwi6
68,Gishe Rabel,1.0,2012.0,0.2766542784579945,0.16365840628207745,0.15022145659104597,-0.0476911372838899,0.021779754684709295
67,Menz Gera Mider,1.0,2012.0,0.2941540040619203,0.17838511273605895,0.1656635326270857,-0.08489049504818455,-0.035359748311275835
69,Antsokiya Gemza,1.0,2012.0,0.40692922176038454,0.2288971668225537,0.21783969243484158,-0.04136204844665228,0.04594716850909541
136,Kemisie Town,1.0,2012.0,0.33172898638084175,0.21376230506035152,0.20826710991649058,-0.05652049306558829,-0.0018870682366159248
71,Menz Mama Mider,1.0,2012.0,0.30680296772760385,0.18251404875280053,0.17029378424768496,-0.06333266159387875,-0.0032083444065364713
84,Menz Lalo Mider,1.0,2012.0,0.30325883725134417,0.18061113850703714,0.16750740866666797,-0.050923868260990234,0.027792418319706275
139,Shewa Robit,1.0,2012.0,0.35280377319086714,0.20621951187230422,0.1998849494148867,-0.03392528295400692,0.024979941454076955
72,Tarma Ber,1.0,2012.0,0.3858015173606931,0.22518590971248353,0.21453642273747117,-0.03842641041217164,0.046540438299797156
73,Mojana Wodera,1.0,2012.0,0.2835824791332323,0.1731480547683243,0.16093066214977736,-0.04728622358039952,0.018066591287408566
83,Menz Qeya Gebreal,1.0,2012.0,0.2942949531150174,0.17821344514360643,0.16477191107462155,-0.05625076270933508,0.012149144829557191
63,Mida Woremo,1.0,2012.0,0.2715522576435116,0.17786450943455792,0.16240395318456036,-0.06732561100610895,-0.016295035367763496
64,Merehabete,1.0,2012.0,0.2918304536464116,0.18872901243809792,0.17392424683732208,-0.061017527550316385,-0.002097433908905205
66,Moretina Jiru,1.0,2012.0,0.2747194559255925,0.17025875593926776,0.15690548107886046,-0.04539586176348791,0.026391507323615063
81,Basona Worena,1.0,2012.0,0.30119410690192133,0.18338780453501782,0.16954201653241577,-0.06485967840020314,-0.0039428661197531524
85,Seya Deberna Wayu,1.0,2012.0,0.2587080867450447,0.164631846658125,0.15178675315491091,-0.07158954218842226,-0.015542699967606865
65,Ensarona Wayo,1.0,2012.0,0.28741649117151363,0.18131928610338363,0.16753508595062022,-0.04980054992742672,0.01711605861701555
75,Angolelana Tera,1.0,2012.0,0.3029806715094272,0.19247632457923206,0.17777429752707957,-0.1133300080112926,-0.08686322287720745
76,Asagirt,1.0,2012.0,0.3691679724545064,0.2168529392120576,0.20385245579671943,-0.060506481134746916,0.013087827045621503
77,Ankober,1.0,2012.0,0.40084786153651353,0.23713442668179938,0.22587810655808632,-0.045008184107077055,0.04232194191667013
82,Debre Birehan Town,1.0,2012.0,0.2858621084171223,0.18997151233011653,0.17548882997341642,-0.12648826370553184,-0.1163042075334134
79,Berehet,1.0,2012.0,0.2870154983291132,0.17934655094443322,0.1692670930748472,-0.06038272240179427,-0.007819134611558717
80,Minjarina Shenkora,1.0,2012.0,0.248507414263291,0.1639005122701377,0.15391318311275198,-0.08111426930921545,-0.05313910029839554
78,Hagere Mariam Kesem,1.0,2012.0,0.29401013004492355,0.1862433199112446,0.17270106436427693,-0.05486017809451552,0.018008328513303216
96,Baso Liben,1.0,2012.0,0.3192645907592632,0.19729659250104173,0.1784278094809176,-0.09870023173200224,-0.05358530091625961
93,Debre Elias,1.0,2012.0,0.3116317391227849,0.18263547465179625,0.16348467582271178,-0.12468340486711713,-0.11051941616746272
95,Gozamin,1.0,2012.0,0.32907041071849824,0.20067085919761798,0.18073586363186353,-0.10038357308874245,-0.06368928985959267
102,Aneded,1.0,2012.0,0.3394398405617313,0.21753702060614008,0.1984956787145936,-0.08441992560398434,-0.02571746464201556
97,Awabel,1.0,2012.0,0.3547004058201151,0.2260588415283231,0.20860381437599568,-0.07454977877155268,-0.00452313648903212
99,Shebel Berenta,1.0,2012.0,0.32949665925241334,0.20499713411751727,0.19127482283644762,-0.05653303782008368,0.007874834077462603
